"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","START PAGES","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","OUTDEGREE","NEIGHBOORS COUNT","TOTAL KNOWN PAGES","CRAWLED PAGES","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","total_tweets (TAGS)","twitter_score (TAGS)","total_twitter_users (TAGS)","FREETAGS (TAGS)","uncrawlable (TAGS)","createdBy (TECHNICAL INFO)","mergedWebEntities (TECHNICAL INFO)"
"182","Konbini.com","IN","http://konbini.com http://www.konbini.com https://konbini.com https://www.konbini.com","s:https|h:com|h:konbini| s:https|h:com|h:konbini|h:www| s:http|h:com|h:konbini| s:http|h:com|h:konbini|h:www|","https://konbini.com","https://konbini.com","true","FINISHED","FINISHED","49","143","192","413","320","1689961693987","2023-07-21T17:48:13.987Z","1689963548931","2023-07-21T18:19:08.931Z","25258","0,4181080858","19070","","","user via lru",""
"183","Les-Crises.fr","IN","http://les-crises.fr http://www.les-crises.fr https://les-crises.fr https://www.les-crises.fr","s:https|h:fr|h:les-crises| s:https|h:fr|h:les-crises|h:www| s:http|h:fr|h:les-crises| s:http|h:fr|h:les-crises|h:www|","https://les-crises.fr","https://les-crises.fr","true","FINISHED","FINISHED","48","1062","1095","5136","4780","1689961694367","2023-07-21T17:48:14.367Z","1689963548837","2023-07-21T18:19:08.837Z","29091","0,4093375747","17897","","","user via lru",""
"184","Purepeople.com","IN","http://purepeople.com http://www.purepeople.com https://purepeople.com https://www.purepeople.com","s:https|h:com|h:purepeople| s:https|h:com|h:purepeople|h:www| s:http|h:com|h:purepeople| s:http|h:com|h:purepeople|h:www|","https://purepeople.com","https://purepeople.com","true","FINISHED","FINISHED","53","386","434","3604","3351","1689961694687","2023-07-21T17:48:14.687Z","1689963548778","2023-07-21T18:19:08.778Z","43367","0,4060422329","14807","","","user via lru",""
"185","Journalducoin.com","IN","http://journalducoin.com http://www.journalducoin.com https://journalducoin.com https://www.journalducoin.com","s:https|h:com|h:journalducoin| s:https|h:com|h:journalducoin|h:www| s:http|h:com|h:journalducoin| s:http|h:com|h:journalducoin|h:www|","https://journalducoin.com","https://journalducoin.com","true","FINISHED","FINISHED","21","1084","1103","1365","1320","1689961694928","2023-07-21T17:48:14.928Z","1689963548551","2023-07-21T18:19:08.551Z","42445","0,4018895822","14442","","","user via lru",""
"186","Acrimed.org","IN","http://acrimed.org http://www.acrimed.org https://acrimed.org https://www.acrimed.org","s:https|h:org|h:acrimed| s:https|h:org|h:acrimed|h:www| s:http|h:org|h:acrimed| s:http|h:org|h:acrimed|h:www|","https://acrimed.org","https://acrimed.org","true","FINISHED","FINISHED","42","65","101","310","78","1689961695217","2023-07-21T17:48:15.217Z","1689963517471","2023-07-21T18:18:37.471Z","27945","0,3961810631","17252","","","user via lru",""
"187","Blogdumoderateur.com","IN","http://blogdumoderateur.com http://www.blogdumoderateur.com https://blogdumoderateur.com https://www.blogdumoderateur.com","s:https|h:com|h:blogdumoderateur| s:https|h:com|h:blogdumoderateur|h:www| s:http|h:com|h:blogdumoderateur| s:http|h:com|h:blogdumoderateur|h:www|","https://blogdumoderateur.com","https://blogdumoderateur.com","true","FINISHED","FINISHED","38","497","533","917","868","1689961695569","2023-07-21T17:48:15.569Z","1689963512455","2023-07-21T18:18:32.455Z","39159","0,3936907639","14799","","","user via lru",""
"188","Vogue.fr","IN","http://vogue.fr http://www.vogue.fr https://vogue.fr https://www.vogue.fr","s:https|h:fr|h:vogue| s:https|h:fr|h:vogue|h:www| s:http|h:fr|h:vogue| s:http|h:fr|h:vogue|h:www|","https://vogue.fr","https://vogue.fr","true","FINISHED","FINISHED","35","933","965","935","871","1689961695789","2023-07-21T17:48:15.789Z","1689963506249","2023-07-21T18:18:26.249Z","28726","0,393080788","16917","","","user via lru",""
"189","Actu-Juridique.fr","IN","http://actu-juridique.fr http://www.actu-juridique.fr https://actu-juridique.fr https://www.actu-juridique.fr","s:https|h:fr|h:actu-juridique| s:https|h:fr|h:actu-juridique|h:www| s:http|h:fr|h:actu-juridique| s:http|h:fr|h:actu-juridique|h:www|","https://actu-juridique.fr","https://actu-juridique.fr","true","FINISHED","FINISHED","25","242","265","1143","1091","1689961696020","2023-07-21T17:48:16.020Z","1689963503298","2023-07-21T18:18:23.298Z","26820","0,3883817384","17201","","","user via lru",""
"190","Vice.com /fr","IN","http://vice.com/fr http://www.vice.com/fr https://vice.com/fr https://www.vice.com/fr","s:https|h:com|h:vice|h:www|p:fr| s:https|h:com|h:vice|p:fr| s:http|h:com|h:vice|h:www|p:fr| s:http|h:com|h:vice|p:fr|","https://www.vice.com/fr","https://www.vice.com/fr","true","FINISHED","FINISHED","49","576","622","375","302","1689961696296","2023-07-21T17:48:16.296Z","1689963497717","2023-07-21T18:18:17.717Z","21032","0,386474126","17806","","","user via lru",""
"191","Actu-Environnement.com","IN","http://actu-environnement.com http://www.actu-environnement.com https://actu-environnement.com https://www.actu-environnement.com","s:https|h:com|h:actu-environnement| s:https|h:com|h:actu-environnement|h:www| s:http|h:com|h:actu-environnement| s:http|h:com|h:actu-environnement|h:www|","https://actu-environnement.com","https://actu-environnement.com","true","FINISHED","FINISHED","48","181","229","11119","10971","1689961696531","2023-07-21T17:48:16.531Z","1689963493614","2023-07-21T18:18:13.614Z","31092","0,3847781189","16282","","","user via lru",""
"192","Ladn.eu","IN","http://ladn.eu http://www.ladn.eu https://ladn.eu https://www.ladn.eu","s:https|h:eu|h:ladn| s:https|h:eu|h:ladn|h:www| s:http|h:eu|h:ladn| s:http|h:eu|h:ladn|h:www|","https://ladn.eu","https://ladn.eu","true","FINISHED","FINISHED","42","2247","2275","1902","1836","1689961696829","2023-07-21T17:48:16.829Z","1689963489165","2023-07-21T18:18:09.165Z","28870","0,3799893833","16041","","","user via lru",""
"193","Revolutionpermanente.fr","IN","http://revolutionpermanente.fr http://www.revolutionpermanente.fr https://revolutionpermanente.fr https://www.revolutionpermanente.fr","s:https|h:fr|h:revolutionpermanente| s:https|h:fr|h:revolutionpermanente|h:www| s:http|h:fr|h:revolutionpermanente| s:http|h:fr|h:revolutionpermanente|h:www|","https://revolutionpermanente.fr","https://revolutionpermanente.fr","true","FINISHED","FINISHED","39","544","576","1134","957","1689961697054","2023-07-21T17:48:17.054Z","1689963485372","2023-07-21T18:18:05.372Z","28501","0,3759949605","15925","","","user via lru",""
"194","Nationalgeographic.fr","IN","http://nationalgeographic.fr http://www.nationalgeographic.fr https://nationalgeographic.fr https://www.nationalgeographic.fr","s:https|h:fr|h:nationalgeographic| s:https|h:fr|h:nationalgeographic|h:www| s:http|h:fr|h:nationalgeographic| s:http|h:fr|h:nationalgeographic|h:www|","https://nationalgeographic.fr","https://nationalgeographic.fr","true","FINISHED","FINISHED","68","606","670","3180","3033","1689961697385","2023-07-21T17:48:17.385Z","1689963485330","2023-07-21T18:18:05.330Z","30490","0,3749135248","15317","","","user via lru",""
"195","Tetu.com","IN","http://tetu.com http://www.tetu.com https://tetu.com https://www.tetu.com","s:https|h:com|h:tetu| s:https|h:com|h:tetu|h:www| s:http|h:com|h:tetu| s:http|h:com|h:tetu|h:www|","https://tetu.com","https://tetu.com","true","FINISHED","FINISHED","35","438","470","792","729","1689961697635","2023-07-21T17:48:17.635Z","1689963485244","2023-07-21T18:18:05.244Z","25225","0,3744549516","16421","","","user via lru",""
"197","Jeuxvideo.com","IN","http://jeuxvideo.com http://www.jeuxvideo.com https://jeuxvideo.com https://www.jeuxvideo.com","s:https|h:com|h:jeuxvideo| s:https|h:com|h:jeuxvideo|h:www| s:http|h:com|h:jeuxvideo| s:http|h:com|h:jeuxvideo|h:www|","https://jeuxvideo.com","https://jeuxvideo.com","true","FINISHED","FINISHED","51","160","210","4851","4759","1689961697982","2023-07-21T17:48:17.982Z","1689963485154","2023-07-21T18:18:05.154Z","37615","0,3731540216","14039","Comment MC: FORUM","","user via lru",""
"198","Orientxxi.info","IN","http://orientxxi.info http://www.orientxxi.info https://orientxxi.info https://www.orientxxi.info","s:https|h:info|h:orientxxi| s:https|h:info|h:orientxxi|h:www| s:http|h:info|h:orientxxi| s:http|h:info|h:orientxxi|h:www|","https://orientxxi.info","https://orientxxi.info","true","FINISHED","FINISHED","35","661","690","2047","1941","1689961698210","2023-07-21T17:48:18.210Z","1689963485068","2023-07-21T18:18:05.068Z","30068","0,3717607742","15262","Comment MC: actu fr présente source fr et centré moyen orient","","user via lru",""
"199","Regards.fr","IN","http://regards.fr http://www.regards.fr https://regards.fr https://www.regards.fr","s:https|h:fr|h:regards| s:https|h:fr|h:regards|h:www| s:http|h:fr|h:regards| s:http|h:fr|h:regards|h:www|","https://regards.fr","https://regards.fr","true","FINISHED","FINISHED","22","229","248","254","202","1689961698431","2023-07-21T17:48:18.431Z","1689963484981","2023-07-21T18:18:04.981Z","22959","0,3685560621","16951","","","user via lru",""
"200","Mediacites.fr","IN","http://mediacites.fr http://www.mediacites.fr https://mediacites.fr https://www.mediacites.fr","s:https|h:fr|h:mediacites| s:https|h:fr|h:mediacites|h:www| s:http|h:fr|h:mediacites| s:http|h:fr|h:mediacites|h:www|","https://mediacites.fr","https://mediacites.fr","true","FINISHED","FINISHED","36","359","384","784","707","1689961698667","2023-07-21T17:48:18.667Z","1689963484896","2023-07-21T18:18:04.896Z","26767","0,3668283384","15636","","","user via lru",""
"201","Football-Addict.com /fr","IN","http://football-addict.com/fr http://www.football-addict.com/fr https://football-addict.com/fr https://www.football-addict.com/fr","s:https|h:com|h:football-addict|h:www|p:fr| s:https|h:com|h:football-addict|p:fr| s:http|h:com|h:football-addict|h:www|p:fr| s:http|h:com|h:football-addict|p:fr|","https://football-addict.com/fr","https://football-addict.com/fr","true","FINISHED","FINISHED","7","158","160","9426","9425","1689961699075","2023-07-21T17:48:19.075Z","1689963484806","2023-07-21T18:18:04.806Z","98309","0,3664912065","1622","","","user via lru",""
"202","Cerfia.fr","IN","http://cerfia.fr http://www.cerfia.fr https://cerfia.fr https://www.cerfia.fr","s:https|h:fr|h:cerfia| s:https|h:fr|h:cerfia|h:www| s:http|h:fr|h:cerfia| s:http|h:fr|h:cerfia|h:www|","https://cerfia.fr","https://cerfia.fr","true","FINISHED","FINISHED","2","67","69","91","89","1689961699356","2023-07-21T17:48:19.356Z","1689963484764","2023-07-21T18:18:04.764Z","24203","0,3635422477","15802","","","user via lru",""
"203","Lcp.fr","IN","http://lcp.fr http://www.lcp.fr https://lcp.fr https://www.lcp.fr","s:https|h:fr|h:lcp| s:https|h:fr|h:lcp|h:www| s:http|h:fr|h:lcp| s:http|h:fr|h:lcp|h:www|","https://lcp.fr","https://lcp.fr","true","FINISHED","FINISHED","63","135","193","794","710","1689961699605","2023-07-21T17:48:19.605Z","1689963483768","2023-07-21T18:18:03.768Z","22395","0,3621168287","16838","","","user via lru",""
"204","Aefinfo.fr","IN","http://aefinfo.fr http://www.aefinfo.fr https://aefinfo.fr https://www.aefinfo.fr","s:https|h:fr|h:aefinfo| s:https|h:fr|h:aefinfo|h:www| s:http|h:fr|h:aefinfo| s:http|h:fr|h:aefinfo|h:www|","https://aefinfo.fr","https://aefinfo.fr","true","FINISHED","FINISHED","28","106","133","285","209","1689961699847","2023-07-21T17:48:19.847Z","1689963483704","2023-07-21T18:18:03.704Z","27303","0,3568494346","14983","","","user via lru",""
"205","Culturepsg.com","IN","http://culturepsg.com http://www.culturepsg.com https://culturepsg.com https://www.culturepsg.com","s:https|h:com|h:culturepsg| s:https|h:com|h:culturepsg|h:www| s:http|h:com|h:culturepsg| s:http|h:com|h:culturepsg|h:www|","https://culturepsg.com","https://culturepsg.com","true","FINISHED","FINISHED","4","314","317","4813","4652","1689961700079","2023-07-21T17:48:20.079Z","1689963483633","2023-07-21T18:18:03.633Z","38191","0,3567637177","13190","Comment MC: centré psg et plus largement foot","","user via lru",""
"206","Lesinrocks.com","IN","http://lesinrocks.com http://www.lesinrocks.com https://lesinrocks.com https://www.lesinrocks.com","s:https|h:com|h:lesinrocks| s:https|h:com|h:lesinrocks|h:www| s:http|h:com|h:lesinrocks| s:http|h:com|h:lesinrocks|h:www|","https://lesinrocks.com","https://lesinrocks.com","true","FINISHED","FINISHED","89","425","505","1908","1592","1689961700334","2023-07-21T17:48:20.334Z","1689963483562","2023-07-21T18:18:03.562Z","24912","0,3525441653","15186","","","user via lru",""
"207","Usine-Digitale.fr","IN","http://usine-digitale.fr http://www.usine-digitale.fr https://usine-digitale.fr https://www.usine-digitale.fr","s:https|h:fr|h:usine-digitale| s:https|h:fr|h:usine-digitale|h:www| s:http|h:fr|h:usine-digitale| s:http|h:fr|h:usine-digitale|h:www|","https://usine-digitale.fr","https://usine-digitale.fr","true","FINISHED","FINISHED","60","259","312","2841","2005","1689961700585","2023-07-21T17:48:20.585Z","1689963483485","2023-07-21T18:18:03.485Z","34153","0,3498002041","13324","","","user via lru",""
"208","Usbeketrica.com","IN","http://usbeketrica.com http://www.usbeketrica.com https://usbeketrica.com https://www.usbeketrica.com","s:https|h:com|h:usbeketrica| s:https|h:com|h:usbeketrica|h:www| s:http|h:com|h:usbeketrica| s:http|h:com|h:usbeketrica|h:www|","https://usbeketrica.com","https://usbeketrica.com","true","FINISHED","FINISHED","48","5096","5121","3987","3909","1689961700807","2023-07-21T17:48:20.807Z","1689963483413","2023-07-21T18:18:03.413Z","24244","0,3482638333","15054","","","user via lru",""
"209","Cryptoast.fr","IN","http://cryptoast.fr http://www.cryptoast.fr https://cryptoast.fr https://www.cryptoast.fr","s:https|h:fr|h:cryptoast| s:https|h:fr|h:cryptoast|h:www| s:http|h:fr|h:cryptoast| s:http|h:fr|h:cryptoast|h:www|","https://cryptoast.fr","https://cryptoast.fr","true","FINISHED","FINISHED","20","1878","1895","1011","983","1689961701029","2023-07-21T17:48:21.029Z","1689963483349","2023-07-21T18:18:03.349Z","41989","0,347986682","12030","","","user via lru",""
"210","Positivr.fr","IN","http://positivr.fr http://www.positivr.fr https://positivr.fr https://www.positivr.fr","s:https|h:fr|h:positivr| s:https|h:fr|h:positivr|h:www| s:http|h:fr|h:positivr| s:http|h:fr|h:positivr|h:www|","https://positivr.fr","https://positivr.fr","true","FINISHED","FINISHED","33","1391","1411","1524","1405","1689961701240","2023-07-21T17:48:21.240Z","1689963483276","2023-07-21T18:18:03.276Z","30944","0,3417329162","13458","","","user via lru",""
"211","Egaliteetreconciliation.fr","IN","http://egaliteetreconciliation.fr http://www.egaliteetreconciliation.fr https://egaliteetreconciliation.fr https://www.egaliteetreconciliation.fr","s:https|h:fr|h:egaliteetreconciliation| s:https|h:fr|h:egaliteetreconciliation|h:www| s:http|h:fr|h:egaliteetreconciliation| s:http|h:fr|h:egaliteetreconciliation|h:www|","https://egaliteetreconciliation.fr","https://egaliteetreconciliation.fr","true","FINISHED","FINISHED","35","1879","1896","3632","3351","1689961701610","2023-07-21T17:48:21.610Z","1689963483198","2023-07-21T18:18:03.198Z","32774","0,3395950913","13092","","","user via lru",""
"212","Larepubliquedespyrenees.fr","IN","http://larepubliquedespyrenees.fr http://www.larepubliquedespyrenees.fr https://larepubliquedespyrenees.fr https://www.larepubliquedespyrenees.fr","s:https|h:fr|h:larepubliquedespyrenees| s:https|h:fr|h:larepubliquedespyrenees|h:www| s:http|h:fr|h:larepubliquedespyrenees| s:http|h:fr|h:larepubliquedespyrenees|h:www|","https://larepubliquedespyrenees.fr","https://larepubliquedespyrenees.fr","true","FINISHED","FINISHED","34","70","103","1004","954","1689961701844","2023-07-21T17:48:21.844Z","1689963483131","2023-07-21T18:18:03.131Z","35057","0,3372105156","12659","","","user via lru",""
"214","Lyoncapitale.fr","IN","http://lyoncapitale.fr http://www.lyoncapitale.fr https://lyoncapitale.fr https://www.lyoncapitale.fr","s:https|h:fr|h:lyoncapitale| s:https|h:fr|h:lyoncapitale|h:www| s:http|h:fr|h:lyoncapitale| s:http|h:fr|h:lyoncapitale|h:www|","https://lyoncapitale.fr","https://lyoncapitale.fr","true","FINISHED","FINISHED","45","206","246","1334","1038","1689961702310","2023-07-21T17:48:22.310Z","1689963482982","2023-07-21T18:18:02.982Z","28252","0,3286005856","13395","","","user via lru",""
"215","Meteofrance.fr","IN","http://meteofrance.fr http://www.meteofrance.fr https://meteofrance.fr https://www.meteofrance.fr","s:https|h:fr|h:meteofrance| s:https|h:fr|h:meteofrance|h:www| s:http|h:fr|h:meteofrance| s:http|h:fr|h:meteofrance|h:www|","https://meteofrance.fr","https://meteofrance.fr","true","FINISHED","FINISHED","87","137","223","1185","417","1689961702564","2023-07-21T17:48:22.564Z","1689963482870","2023-07-21T18:18:02.870Z","24723","0,325580691","14190","Comment MC: actu météo ? ","","user via lru",""
"216","Opex360.com","IN","http://opex360.com http://www.opex360.com https://opex360.com https://www.opex360.com","s:https|h:com|h:opex360| s:https|h:com|h:opex360|h:www| s:http|h:com|h:opex360| s:http|h:com|h:opex360|h:www|","https://opex360.com","https://opex360.com","true","FINISHED","FINISHED","59","719","764","759","517","1689961702796","2023-07-21T17:48:22.796Z","1689963482822","2023-07-21T18:18:02.822Z","25851","0,3240038451","13512","","","user via lru",""
"217","Lalettrepatriote.com","IN","http://lalettrepatriote.com http://www.lalettrepatriote.com https://lalettrepatriote.com https://www.lalettrepatriote.com","s:https|h:com|h:lalettrepatriote| s:https|h:com|h:lalettrepatriote|h:www| s:http|h:com|h:lalettrepatriote| s:http|h:com|h:lalettrepatriote|h:www|","https://lalettrepatriote.com","https://lalettrepatriote.com","true","FINISHED","FINISHED","6","23","29","281","233","1689961703072","2023-07-21T17:48:23.072Z","1689963482741","2023-07-21T18:18:02.741Z","25029","0,3235885447","14032","","","user via lru",""
"218","Geopolitique-Profonde.com","IN","http://geopolitique-profonde.com http://www.geopolitique-profonde.com https://geopolitique-profonde.com https://www.geopolitique-profonde.com","s:https|h:com|h:geopolitique-profonde| s:https|h:com|h:geopolitique-profonde|h:www| s:http|h:com|h:geopolitique-profonde| s:http|h:com|h:geopolitique-profonde|h:www|","https://geopolitique-profonde.com","https://geopolitique-profonde.com","true","FINISHED","FINISHED","20","93","113","95","36","1689961703372","2023-07-21T17:48:23.372Z","1689963482683","2023-07-21T18:18:02.683Z","26376","0,3224397505","14433","Comment MC: actu et soultions","","user via lru",""
"219","Zonebourse.com","IN","http://www.zonebourse.com http://zonebourse.com https://www.zonebourse.com https://zonebourse.com","s:https|h:com|h:zonebourse| s:https|h:com|h:zonebourse|h:www| s:http|h:com|h:zonebourse| s:http|h:com|h:zonebourse|h:www|","https://zonebourse.com","https://zonebourse.com","true","FINISHED","FINISHED","52","391","440","12763","12668","1689961703614","2023-07-21T17:48:23.614Z","1689963482571","2023-07-21T18:18:02.571Z","33184","0,321012218","11935","","","user via lru",""
"220","Femmeactuelle.fr","IN","http://femmeactuelle.fr http://www.femmeactuelle.fr https://femmeactuelle.fr https://www.femmeactuelle.fr","s:https|h:fr|h:femmeactuelle| s:https|h:fr|h:femmeactuelle|h:www| s:http|h:fr|h:femmeactuelle| s:http|h:fr|h:femmeactuelle|h:www|","https://femmeactuelle.fr","https://femmeactuelle.fr https://www.femmeactuelle.fr https://www.femmeactuelle.fr/","true","FINISHED","FINISHED","66","2387","2437","7357","7013","1689961703830","2023-07-21T17:48:23.830Z","1693244870318","2023-08-28T17:47:50.318Z","21804","0,3201310244","14390","","","user via lru",""
"221","Lepopulaire.fr","IN","http://lepopulaire.fr http://www.lepopulaire.fr https://lepopulaire.fr https://www.lepopulaire.fr","s:https|h:fr|h:lepopulaire| s:https|h:fr|h:lepopulaire|h:www| s:http|h:fr|h:lepopulaire| s:http|h:fr|h:lepopulaire|h:www|","https://lepopulaire.fr","https://lepopulaire.fr","true","FINISHED","FINISHED","37","227","258","5410","5361","1689961704037","2023-07-21T17:48:24.037Z","1689963482459","2023-07-21T18:18:02.459Z","32129","0,3174450387","11882","","","user via lru",""
"222","Larep.fr","IN","http://larep.fr http://www.larep.fr https://larep.fr https://www.larep.fr","s:https|h:fr|h:larep| s:https|h:fr|h:larep|h:www| s:http|h:fr|h:larep| s:http|h:fr|h:larep|h:www|","https://larep.fr","https://larep.fr","true","FINISHED","FINISHED","46","300","340","5387","5280","1689961704241","2023-07-21T17:48:24.241Z","1689963482265","2023-07-21T18:18:02.265Z","26169","0,3170518377","13344","","","user via lru",""
"223","Damocles.co","IN","http://damocles.co http://www.damocles.co https://damocles.co https://www.damocles.co","s:https|h:co|h:damocles| s:https|h:co|h:damocles|h:www| s:http|h:co|h:damocles| s:http|h:co|h:damocles|h:www|","https://damocles.co","https://damocles.co","true","FINISHED","FINISHED","8","62","70","102","92","1689961704544","2023-07-21T17:48:24.544Z","1689963481556","2023-07-21T18:18:01.556Z","24347","0,3145315641","13929","","","user via lru",""
"224","Dreuz.info","IN","http://dreuz.info http://www.dreuz.info https://dreuz.info https://www.dreuz.info","s:https|h:info|h:dreuz| s:https|h:info|h:dreuz|h:www| s:http|h:info|h:dreuz| s:http|h:info|h:dreuz|h:www|","https://dreuz.info","https://dreuz.info","true","FINISHED","FINISHED","30","1199","1219","1731","1215","1689961704754","2023-07-21T17:48:24.754Z","1689963425014","2023-07-21T18:17:05.014Z","38108","0,3106817532","11017","","","user via lru",""
"225","Reflets.info","IN","http://reflets.info http://www.reflets.info https://reflets.info https://www.reflets.info","s:https|h:info|h:reflets| s:https|h:info|h:reflets|h:www| s:http|h:info|h:reflets| s:http|h:info|h:reflets|h:www|","https://reflets.info","https://reflets.info","true","FINISHED","FINISHED","27","438","462","652","536","1689961704970","2023-07-21T17:48:24.970Z","1689963381083","2023-07-21T18:16:21.083Z","22517","0,3086856568","14204","","","user via lru",""
"226","Lesnumeriques.com","IN","http://lesnumeriques.com http://www.lesnumeriques.com https://lesnumeriques.com https://www.lesnumeriques.com","s:https|h:com|h:lesnumeriques| s:https|h:com|h:lesnumeriques|h:www| s:http|h:com|h:lesnumeriques| s:http|h:com|h:lesnumeriques|h:www|","https://lesnumeriques.com","https://lesnumeriques.com","true","FINISHED","FINISHED","67","333","389","2759","2519","1689961705248","2023-07-21T17:48:25.248Z","1689963369774","2023-07-21T18:16:09.774Z","37159","0,3047054228","10280","","","user via lru",""
"227","Lagazettedescommunes.com","IN","http://lagazettedescommunes.com http://www.lagazettedescommunes.com https://lagazettedescommunes.com https://www.lagazettedescommunes.com","s:https|h:com|h:lagazettedescommunes| s:https|h:com|h:lagazettedescommunes|h:www| s:http|h:com|h:lagazettedescommunes| s:http|h:com|h:lagazettedescommunes|h:www|","https://lagazettedescommunes.com","https://lagazettedescommunes.com","true","FINISHED","FINISHED","57","174","229","3328","3232","1689961705501","2023-07-21T17:48:25.501Z","1689963369728","2023-07-21T18:16:09.728Z","20204","0,299981989","12944","","","user via lru",""
"228","Hypergames.com","IN","http://hypergames.com http://www.hypergames.com https://hypergames.com https://www.hypergames.com","s:https|h:com|h:hypergames| s:https|h:com|h:hypergames|h:www| s:http|h:com|h:hypergames| s:http|h:com|h:hypergames|h:www|","https://hypergames.com","https://hypergames.com","true","FINISHED","FINISHED","0","16","16","108","108","1689961705745","2023-07-21T17:48:25.745Z","1689963369312","2023-07-21T18:16:09.312Z","16567","0,2979951749","14019","","","user via lru",""
"229","Rcf.fr","IN","http://rcf.fr http://www.rcf.fr https://rcf.fr https://www.rcf.fr","s:https|h:fr|h:rcf| s:https|h:fr|h:rcf|h:www| s:http|h:fr|h:rcf| s:http|h:fr|h:rcf|h:www|","https://rcf.fr","https://rcf.fr","true","FINISHED","FINISHED","21","211","230","815","792","1689961705960","2023-07-21T17:48:25.960Z","1689963369225","2023-07-21T18:16:09.225Z","24037","0,2964658153","12009","","","user via lru",""
"230","Republiquedujapap.com","IN","http://republiquedujapap.com http://www.republiquedujapap.com https://republiquedujapap.com https://www.republiquedujapap.com","s:https|h:com|h:republiquedujapap| s:https|h:com|h:republiquedujapap|h:www| s:http|h:com|h:republiquedujapap| s:http|h:com|h:republiquedujapap|h:www|","https://republiquedujapap.com","https://republiquedujapap.com","true","FINISHED","FINISHED","1","222","223","752","751","1689961706202","2023-07-21T17:48:26.202Z","1689963369141","2023-07-21T18:16:09.141Z","84379","0,2940888054","821","","","user via lru",""
"231","Journaldunet.com","IN","http://journaldunet.com http://www.journaldunet.com https://journaldunet.com https://www.journaldunet.com","s:https|h:com|h:journaldunet| s:https|h:com|h:journaldunet|h:www| s:http|h:com|h:journaldunet| s:http|h:com|h:journaldunet|h:www|","https://journaldunet.com","https://journaldunet.com","true","FINISHED","FINISHED","79","891","956","2287","1753","1689961706471","2023-07-21T17:48:26.471Z","1689963369008","2023-07-21T18:16:09.008Z","26080","0,2905523432","11438","","","user via lru",""
"232","Lesakerfrancophone.fr","IN","http://lesakerfrancophone.fr http://www.lesakerfrancophone.fr https://lesakerfrancophone.fr https://www.lesakerfrancophone.fr","s:https|h:fr|h:lesakerfrancophone| s:https|h:fr|h:lesakerfrancophone|h:www| s:http|h:fr|h:lesakerfrancophone| s:http|h:fr|h:lesakerfrancophone|h:www|","https://lesakerfrancophone.fr","https://lesakerfrancophone.fr","true","FINISHED","FINISHED","40","2382","2399","1677","828","1689961706742","2023-07-21T17:48:26.742Z","1689963368952","2023-07-21T18:16:08.952Z","19643","0,2879488758","12990","","","user via lru",""
"233","Tvl.fr","IN","http://tvl.fr http://tvlibertes.com http://www.tvl.fr https://tvl.fr https://tvlibertes.com https://www.tvl.fr https://www.tvlibertes.com","s:https|h:com|h:tvlibertes| s:https|h:com|h:tvlibertes|h:www| s:https|h:fr|h:tvl| s:https|h:fr|h:tvl|h:www| s:http|h:com|h:tvlibertes| s:http|h:fr|h:tvl| s:http|h:fr|h:tvl|h:www|","https://tvl.fr","https://tvl.fr https://tvlibertes.com https://tvlibertes.com","true","FINISHED","FINISHED","29","52","79","386","252","1689961706953","2023-07-21T17:48:26.953Z","1693243587651","2023-08-28T17:26:27.651Z","32126|59163","0,2851062915|0,6406906124","12687|23897","","","user via lru","131: Tvlibertes.com (IN)"
"234","Rugbyrama.fr","IN","http://midi-olympique.fr http://rugbyrama.fr http://www.midi-olympique.fr http://www.rugbyrama.fr https://midi-olympique.fr https://rugbyrama.fr https://www.midi-olympique.fr https://www.rugbyrama.fr","s:https|h:fr|h:midi-olympique| s:https|h:fr|h:midi-olympique|h:www| s:https|h:fr|h:rugbyrama| s:https|h:fr|h:rugbyrama|h:www| s:http|h:fr|h:midi-olympique| s:http|h:fr|h:midi-olympique|h:www| s:http|h:fr|h:rugbyrama| s:http|h:fr|h:rugbyrama|h:www|","https://rugbyrama.fr","https://midi-olympique.fr https://midi-olympique.fr https://rugbyrama.fr https://www.rugbyrama.fr https://www.rugbyrama.fr/midi-olympique/","true","FINISHED","FINISHED","28","598","618","29358","13430","1689961707168","2023-07-21T17:48:27.168Z","1693245337546","2023-08-28T17:55:37.546Z","28774|7666","0,06598995981|0,2850163974","10732|2257","","","user via lru","628: Midi-Olympique.fr (IN)"
"235","Charentelibre.fr","IN","http://charentelibre.fr http://www.charentelibre.fr https://charentelibre.fr https://www.charentelibre.fr","s:https|h:fr|h:charentelibre| s:https|h:fr|h:charentelibre|h:www| s:http|h:fr|h:charentelibre| s:http|h:fr|h:charentelibre|h:www|","https://charentelibre.fr","https://charentelibre.fr","true","FINISHED","FINISHED","48","184","228","1253","1166","1689961707475","2023-07-21T17:48:27.475Z","1689963368741","2023-07-21T18:16:08.741Z","23520","0,2849285874","11715","","","user via lru",""
