webentity_id,name,prefixes,home_page,start_pages,indegree,hyphe_creation_timestamp,hyphe_last_modification_timestamp,outreach,foundation_year,batch,edito,parody,origin,digital_native,mediacloud_ids,wheel_category,wheel_subcategory,has_paywall,inactive
48,Darons.net,http://darons.net|http://facebook.com/Darons.net|http://www.darons.net|http://www.facebook.com/Darons.net|https://darons.net|https://facebook.com/Darons.net|https://www.darons.net|https://www.facebook.com/Darons.net,http://darons.net/,http://darons.net|http://facebook.com/Darons.net|http://www.darons.net|http://www.facebook.com/Darons.net|https://darons.net|https://facebook.com/Darons.net|https://www.darons.net|https://www.facebook.com/Darons.net,6,1560347044405,1560353729353,nationale,2013,1,media,true,france,true,724876,,,,true
50,Dernières Nouvelles d'Alsace (DNA),http://dna.fr|http://lalsace-dna.fr|http://twitter.com/dnatweets|http://www.dna.fr|http://www.lalsace-dna.fr|http://www.twitter.com/dnatweets|https://dna.fr|https://lalsace-dna.fr|https://twitter.com/dnatweets|https://www.dna.fr|https://www.twitter.com/dnatweets,https://www.dna.fr/,http://dna.fr|http://lalsace-dna.fr|http://twitter.com/dnatweets|http://www.dna.fr|http://www.lalsace-dna.fr|http://www.twitter.com/dnatweets|https://dna.fr|https://lalsace-dna.fr|https://twitter.com/dnatweets|https://www.dna.fr|https://www.twitter.com/dnatweets,85,1560347045673,1560353731530,régionale,1877,1,media,false,allemagne,false,39201,Periphery,Hyper-local (East),false,
51,Dreuz.info,http://dreuz.info|http://facebook.com/Dreuz.info|http://twitter.com/Dreuz_1fo|http://www.dreuz.info|http://www.dreuze.info|http://www.facebook.com/Dreuz.info|http://www.twitter.com/Dreuz_1fo|https://dreuz.info|https://facebook.com/Dreuz.info|https://twitter.com/Dreuz_1fo|https://www.dreuz.info|https://www.dreuze.info|https://www.facebook.com/Dreuz.info|https://www.twitter.com/Dreuz_1fo,https://www.dreuz.info/,http://dreuz.info|http://facebook.com/Dreuz.info|http://twitter.com/Dreuz_1fo|http://www.dreuz.info|http://www.dreuze.info|http://www.facebook.com/Dreuz.info|http://www.twitter.com/Dreuz_1fo|https://dreuz.info|https://facebook.com/Dreuz.info|https://twitter.com/Dreuz_1fo|https://www.dreuz.info|https://www.dreuze.info|https://www.facebook.com/Dreuz.info|https://www.twitter.com/Dreuz_1fo,52,1560347046317,1560353731573,nationale,2006,1,media,false,france,true,258630,Counter-Informational Space,Identitarian,false,
52,E-Sante.fr,http://e-sante.fr|http://facebook.com/Esantefr|http://fr-fr.facebook.com/Esantefr|http://plus.google.com/+esantefr|http://twitter.com/esantefr|http://www.e-sante.fr|http://www.facebook.com/Esantefr|http://www.fr-fr.facebook.com/Esantefr|http://www.plus.google.com/+esantefr|http://www.twitter.com/esantefr|https://e-sante.fr|https://facebook.com/Esantefr|https://fr-fr.facebook.com/Esantefr|https://plus.google.com/+esantefr|https://twitter.com/esantefr|https://www.e-sante.fr|https://www.facebook.com/Esantefr|https://www.fr-fr.facebook.com/Esantefr|https://www.plus.google.com/+esantefr|https://www.twitter.com/esantefr,https://www.e-sante.fr/,http://e-sante.fr|http://facebook.com/Esantefr|http://fr-fr.facebook.com/Esantefr|http://plus.google.com/+esantefr|http://twitter.com/esantefr|http://www.e-sante.fr|http://www.facebook.com/Esantefr|http://www.fr-fr.facebook.com/Esantefr|http://www.plus.google.com/+esantefr|http://www.twitter.com/esantefr|https://e-sante.fr|https://facebook.com/Esantefr|https://fr-fr.facebook.com/Esantefr|https://plus.google.com/+esantefr|https://twitter.com/esantefr|https://www.e-sante.fr|https://www.facebook.com/Esantefr|https://www.fr-fr.facebook.com/Esantefr|https://www.plus.google.com/+esantefr|https://www.twitter.com/esantefr,25,1560347046878,1560353731625,nationale,1999,1,media,false,france,true,724878,Periphery,Leisure and Health,false,
53,edukactus.Wordpress.com,http://edukactus.files.wordpress.com|http://edukactus.wordpress.com|http://facebook.com/EdukActus|http://twitter.com/edukactus|http://www.edukactus.files.wordpress.com|http://www.edukactus.wordpress.com|http://www.facebook.com/EdukActus|http://www.twitter.com/edukactus|https://edukactus.files.wordpress.com|https://edukactus.wordpress.com|https://facebook.com/EdukActus|https://twitter.com/edukactus|https://www.edukactus.files.wordpress.com|https://www.edukactus.wordpress.com|https://www.facebook.com/EdukActus|https://www.twitter.com/edukactus,https://edukactus.wordpress.com,http://edukactus.files.wordpress.com|http://edukactus.wordpress.com|http://facebook.com/EdukActus|http://twitter.com/edukactus|http://www.edukactus.files.wordpress.com|http://www.edukactus.wordpress.com|http://www.facebook.com/EdukActus|http://www.twitter.com/edukactus|https://edukactus.files.wordpress.com|https://edukactus.wordpress.com|https://facebook.com/EdukActus|https://twitter.com/edukactus|https://www.edukactus.files.wordpress.com|https://www.edukactus.wordpress.com|https://www.facebook.com/EdukActus|https://www.twitter.com/edukactus,0,1560347047492,1560353731912,nationale,2014,1,individu,true,france,true,552528,,,,true
54,Egaliteetreconciliation.fr,http://dailymotion.com/ERTV|http://egali-teetreconciliation.fr|http://egaliteetreconciliation.fr|http://egaliteetreconciliationrhonealpes.com|http://egaliteetreconciliationrhonealpes.fr|http://er-alsace.com|http://erbourgogne.wordpress.com|http://ercentrevaldeloire.wordpress.com|http://erchampagneardenne.wordpress.com|http://erlille.wordpress.com|http://ermidipyrenees.hautetfort.com|http://erpaysdelaloire.fr|http://errhonealpes.com|http://facebook.com/ERBourgogne|http://facebook.com/EgaliteEtReconciliationPaca|http://facebook.com/egaliteetreconciliational|http://facebook.com/egalitereconciliation.picardie|http://facebook.com/erchampard|http://twitter.com/EetR_National|http://vk.com/public158874883|http://www.dailymotion.com/ERTV|http://www.egaliteetreconciliation.fr|http://www.egaliteetreconciliationrhonealpes.com|http://www.er-alsace.com|http://www.erbourgogne.wordpress.com|http://www.ercentrevaldeloire.wordpress.com|http://www.erchampagneardenne.wordpress.com|http://www.erlille.wordpress.com|http://www.erpaysdelaloire.fr|http://www.errhonealpes.com|http://www.facebook.com/ERBourgogne|http://www.facebook.com/EgaliteEtReconciliationPaca|http://www.facebook.com/egaliteetreconciliational|http://www.facebook.com/egalitereconciliation.picardie|http://www.facebook.com/erchampard|http://www.twitter.com/EetR_National|http://www.vk.com/public158874883|http://www.youtube.com/user/ERTVtube|http://youtube.com/user/ERTVtube|https://dailymotion.com/ERTV|https://egali-teetreconciliation.fr|https://egaliteetreconciliation.fr|https://egaliteetreconciliationrhonealpes.com|https://egaliteetreconciliationrhonealpes.fr|https://er-alsace.com|https://erbourgogne.wordpress.com|https://ercentrevaldeloire.wordpress.com|https://erchampagneardenne.wordpress.com|https://erlille.wordpress.com|https://ermidipyrenees.hautetfort.com|https://erpaysdelaloire.fr|https://errhonealpes.com|https://facebook.com/ERBourgogne|https://facebook.com/EgaliteEtReconciliationPaca|https://facebook.com/egaliteetreconciliational|https://facebook.com/egalitereconciliation.picardie|https://facebook.com/erchampard|https://twitter.com/EetR_National|https://vk.com/public158874883|https://www.dailymotion.com/ERTV|https://www.egali-teetreconciliation.fr|https://www.egaliteetreconciliation.fr|https://www.egaliteetreconciliationrhonealpes.com|https://www.egaliteetreconciliationrhonealpes.fr|https://www.erbourgogne.wordpress.com|https://www.ercentrevaldeloire.wordpress.com|https://www.erchampagneardenne.wordpress.com|https://www.erlille.wordpress.com|https://www.ermidipyrenees.hautetfort.com|https://www.errhonealpes.com|https://www.facebook.com/ERBourgogne|https://www.facebook.com/EgaliteEtReconciliationPaca|https://www.facebook.com/egaliteetreconciliational|https://www.facebook.com/egalitereconciliation.picardie|https://www.facebook.com/erchampard|https://www.twitter.com/EetR_National|https://www.vk.com/public158874883|https://www.youtube.com/user/ERTVtube|https://youtube.com/user/ERTVtube,http://www.egaliteetreconciliation.fr,http://dailymotion.com/ERTV|http://egali-teetreconciliation.fr|http://egaliteetreconciliation.fr|http://egaliteetreconciliationrhonealpes.com|http://egaliteetreconciliationrhonealpes.fr|http://er-alsace.com|http://erbourgogne.wordpress.com|http://ercentrevaldeloire.wordpress.com|http://erchampagneardenne.wordpress.com|http://erlille.wordpress.com|http://ermidipyrenees.hautetfort.com|http://erpaysdelaloire.fr|http://errhonealpes.com|http://facebook.com/ERBourgogne|http://facebook.com/EgaliteEtReconciliationPaca|http://facebook.com/egaliteetreconciliational|http://facebook.com/egalitereconciliation.picardie|http://facebook.com/erchampard|http://twitter.com/EetR_National|http://vk.com/public158874883|http://www.dailymotion.com/ERTV|http://www.egaliteetreconciliation.fr|http://www.egaliteetreconciliationrhonealpes.com|http://www.er-alsace.com|http://www.erbourgogne.wordpress.com|http://www.ercentrevaldeloire.wordpress.com|http://www.erchampagneardenne.wordpress.com|http://www.erlille.wordpress.com|http://www.erpaysdelaloire.fr|http://www.errhonealpes.com|http://www.facebook.com/ERBourgogne|http://www.facebook.com/EgaliteEtReconciliationPaca|http://www.facebook.com/egaliteetreconciliational|http://www.facebook.com/egalitereconciliation.picardie|http://www.facebook.com/erchampard|http://www.twitter.com/EetR_National|http://www.vk.com/public158874883|http://www.youtube.com/user/ERTVtube|http://youtube.com/user/ERTVtube|https://dailymotion.com/ERTV|https://egali-teetreconciliation.fr|https://egaliteetreconciliation.fr|https://egaliteetreconciliationrhonealpes.com|https://egaliteetreconciliationrhonealpes.fr|https://er-alsace.com|https://erbourgogne.wordpress.com|https://ercentrevaldeloire.wordpress.com|https://erchampagneardenne.wordpress.com|https://erlille.wordpress.com|https://ermidipyrenees.hautetfort.com|https://erpaysdelaloire.fr|https://errhonealpes.com|https://facebook.com/ERBourgogne|https://facebook.com/EgaliteEtReconciliationPaca|https://facebook.com/egaliteetreconciliational|https://facebook.com/egalitereconciliation.picardie|https://facebook.com/erchampard|https://twitter.com/EetR_National|https://vk.com/public158874883|https://www.dailymotion.com/ERTV|https://www.egali-teetreconciliation.fr|https://www.egaliteetreconciliation.fr|https://www.egaliteetreconciliationrhonealpes.com|https://www.egaliteetreconciliationrhonealpes.fr|https://www.erbourgogne.wordpress.com|https://www.ercentrevaldeloire.wordpress.com|https://www.erchampagneardenne.wordpress.com|https://www.erlille.wordpress.com|https://www.ermidipyrenees.hautetfort.com|https://www.errhonealpes.com|https://www.facebook.com/ERBourgogne|https://www.facebook.com/EgaliteEtReconciliationPaca|https://www.facebook.com/egaliteetreconciliational|https://www.facebook.com/egalitereconciliation.picardie|https://www.facebook.com/erchampard|https://www.twitter.com/EetR_National|https://www.vk.com/public158874883|https://www.youtube.com/user/ERTVtube|https://youtube.com/user/ERTVtube,65,1560347048099,1560353732019,nationale,2007,1,media,false,france,true,119266,Counter-Informational Space,Revolutionary Right,false,
55,Electrosensible.info,http://electrosensible.info|http://www.electrosensible.info|https://electrosensible.info|https://www.electrosensible.info|https://twitter.com/electroallergik,https://electrosensible.info,http://electrosensible.info|http://www.electrosensible.info|https://electrosensible.info|https://www.electrosensible.info,5,1560347048738,1560353732353,nationale,2008,1,individu,false,france,true,724896,,,,true
56,Enquête et Débat,http://enquete-debat.fr|http://fr-fr.facebook.com/enquete.debat.3|http://twitter.com/enquetedebat|http://www.enquete-debat.fr|http://www.fr-fr.facebook.com/enquete.debat.3|http://www.twitter.com/enquetedebat|https://enquete-debat.fr|https://fr-fr.facebook.com/enquete.debat.3|https://twitter.com/enquetedebat|https://www.enquete-debat.fr|https://www.fr-fr.facebook.com/enquete.debat.3|https://www.twitter.com/enquetedebat,http://www.enquete-debat.fr,http://enquete-debat.fr|http://fr-fr.facebook.com/enquete.debat.3|http://twitter.com/enquetedebat|http://www.enquete-debat.fr|http://www.fr-fr.facebook.com/enquete.debat.3|http://www.twitter.com/enquetedebat|https://enquete-debat.fr|https://fr-fr.facebook.com/enquete.debat.3|https://twitter.com/enquetedebat|https://www.enquete-debat.fr|https://www.fr-fr.facebook.com/enquete.debat.3|https://www.twitter.com/enquetedebat,26,1560347049593,1560353732937,nationale,2010,1,media,false,france,true,109406,Counter-Informational Space,Identitarian,false,
57,Esprit Spiritualité Métaphysiques,http://espritsciencemetaphysiques.com|http://espritsciencemetaphysiques.comesm|http://espritsciencemetaphysiques.comme|http://espritsciencemetaphysiques.fr|http://fr-fr.facebook.com/espritsciencemeta|http://twitter.com/EspritScience|http://www.espritsciencemetaphysiques.com|http://www.espritsciencemetaphysiques.comesm|http://www.espritsciencemetaphysiques.fr|http://www.fr-fr.facebook.com/espritsciencemeta|http://www.twitter.com/EspritScience|https://espritsciencemetaphysiques.com|https://espritsciencemetaphysiques.comesm|https://espritsciencemetaphysiques.comme|https://espritsciencemetaphysiques.fr|https://fr-fr.facebook.com/espritsciencemeta|https://twitter.com/EspritScience|https://www.espritsciencemetaphysiques.com|https://www.espritsciencemetaphysiques.comesm|https://www.espritsciencemetaphysiques.fr|https://www.fr-fr.facebook.com/espritsciencemeta|https://www.twitter.com/EspritScience,https://www.espritsciencemetaphysiques.com,http://espritsciencemetaphysiques.com|http://espritsciencemetaphysiques.comesm|http://espritsciencemetaphysiques.comme|http://espritsciencemetaphysiques.fr|http://fr-fr.facebook.com/espritsciencemeta|http://twitter.com/EspritScience|http://www.espritsciencemetaphysiques.com|http://www.espritsciencemetaphysiques.comesm|http://www.espritsciencemetaphysiques.fr|http://www.fr-fr.facebook.com/espritsciencemeta|http://www.twitter.com/EspritScience|https://espritsciencemetaphysiques.com|https://espritsciencemetaphysiques.comesm|https://espritsciencemetaphysiques.comme|https://espritsciencemetaphysiques.fr|https://fr-fr.facebook.com/espritsciencemeta|https://twitter.com/EspritScience|https://www.espritsciencemetaphysiques.com|https://www.espritsciencemetaphysiques.comesm|https://www.espritsciencemetaphysiques.fr|https://www.fr-fr.facebook.com/espritsciencemeta|https://www.twitter.com/EspritScience,24,1560347050302,1560353733075,nationale,2014,1,media,false,france,true,724897,Counter-Informational Space,Alternative Health,false,
58,Europe1.fr,http://europe1.fr|http://facebook.com/Europe1|http://facebook.com/Europe1Matin|http://twitter.com/Europe1|http://twitter.com/Europe1Sport|http://twitter.com/europe1|http://www.europe1.fr|http://www.facebook.com/Europe1|http://www.facebook.com/Europe1Matin|http://www.twitter.com/Europe1|http://www.twitter.com/Europe1Sport|http://www.twitter.com/europe1|https://europe1.fr|https://facebook.com/Europe1|https://facebook.com/Europe1Matin|https://twitter.com/Europe1|https://twitter.com/Europe1Sport|https://twitter.com/europe1|https://www.europe1.fr|https://www.facebook.com/Europe1|https://www.facebook.com/Europe1Matin|https://www.twitter.com/Europe1|https://www.twitter.com/Europe1Sport|https://www.twitter.com/europe1,http://www.europe1.fr/,http://europe1.fr|http://facebook.com/Europe1|http://facebook.com/Europe1Matin|http://twitter.com/Europe1|http://twitter.com/Europe1Sport|http://twitter.com/europe1|http://www.europe1.fr|http://www.facebook.com/Europe1|http://www.facebook.com/Europe1Matin|http://www.twitter.com/Europe1|http://www.twitter.com/Europe1Sport|http://www.twitter.com/europe1|https://europe1.fr|https://facebook.com/Europe1|https://facebook.com/Europe1Matin|https://twitter.com/Europe1|https://twitter.com/Europe1Sport|https://twitter.com/europe1|https://www.europe1.fr|https://www.facebook.com/Europe1|https://www.facebook.com/Europe1Matin|https://www.twitter.com/Europe1|https://www.twitter.com/Europe1Sport|https://www.twitter.com/europe1,292,1560347051082,1560353733130,nationale,1955,1,media,false,france,false,57934,Mainstream Media,Hyper-centre,false,
59,Europe-Israel.org,http://europe-israel.org|http://twitter.com/Europe_Israel|http://www.europe-israel.org|http://www.twitter.com/Europe_Israel|https://europe-israel.org|https://twitter.com/Europe_Israel|https://www.europe-israel.org|https://www.twitter.com/Europe_Israel,http://www.europe-israel.org,http://europe-israel.org|http://twitter.com/Europe_Israel|http://www.europe-israel.org|http://www.twitter.com/Europe_Israel|https://europe-israel.org|https://twitter.com/Europe_Israel|https://www.europe-israel.org|https://www.twitter.com/Europe_Israel,38,1560347051798,1560353733170,internationale,2010,1,media,false,israel,true,258689,Counter-Informational Space,Identitarian,false,
60,Fakirpresse.info,http://facebook.com/Fakir-122030096877|http://facebook.com/Fakir-Alsace-472208416316187|http://facebook.com/Fakir-Marseille-Provence-648585485289874|http://facebook.com/fakirlyon|http://facebook.com/fakirnicealpesmaritimes|http://facebook.com/fakirtoulouse|http://fakirpresse.info|http://twitter.com/Fakir_|http://www.facebook.com/Fakir-122030096877|http://www.facebook.com/Fakir-Alsace-472208416316187|http://www.facebook.com/Fakir-Marseille-Provence-648585485289874|http://www.facebook.com/fakirlyon|http://www.facebook.com/fakirnicealpesmaritimes|http://www.facebook.com/fakirtoulouse|http://www.fakirpresse.info|http://www.twitter.com/Fakir_|https://facebook.com/Fakir-122030096877|https://facebook.com/Fakir-Alsace-472208416316187|https://facebook.com/Fakir-Marseille-Provence-648585485289874|https://facebook.com/fakirlyon|https://facebook.com/fakirnicealpesmaritimes|https://facebook.com/fakirtoulouse|https://fakirpresse.info|https://twitter.com/Fakir_|https://www.facebook.com/Fakir-122030096877|https://www.facebook.com/Fakir-Alsace-472208416316187|https://www.facebook.com/Fakir-Marseille-Provence-648585485289874|https://www.facebook.com/fakirlyon|https://www.facebook.com/fakirnicealpesmaritimes|https://www.facebook.com/fakirtoulouse|https://www.fakirpresse.info|https://www.twitter.com/Fakir_,http://fakirpresse.info,http://facebook.com/Fakir-122030096877|http://facebook.com/Fakir-Alsace-472208416316187|http://facebook.com/Fakir-Marseille-Provence-648585485289874|http://facebook.com/fakirlyon|http://facebook.com/fakirnicealpesmaritimes|http://facebook.com/fakirtoulouse|http://fakirpresse.info|http://twitter.com/Fakir_|http://www.facebook.com/Fakir-122030096877|http://www.facebook.com/Fakir-Alsace-472208416316187|http://www.facebook.com/Fakir-Marseille-Provence-648585485289874|http://www.facebook.com/fakirlyon|http://www.facebook.com/fakirnicealpesmaritimes|http://www.facebook.com/fakirtoulouse|http://www.fakirpresse.info|http://www.twitter.com/Fakir_|https://facebook.com/Fakir-122030096877|https://facebook.com/Fakir-Alsace-472208416316187|https://facebook.com/Fakir-Marseille-Provence-648585485289874|https://facebook.com/fakirlyon|https://facebook.com/fakirnicealpesmaritimes|https://facebook.com/fakirtoulouse|https://fakirpresse.info|https://twitter.com/Fakir_|https://www.facebook.com/Fakir-122030096877|https://www.facebook.com/Fakir-Alsace-472208416316187|https://www.facebook.com/Fakir-Marseille-Provence-648585485289874|https://www.facebook.com/fakirlyon|https://www.facebook.com/fakirnicealpesmaritimes|https://www.facebook.com/fakirtoulouse|https://www.fakirpresse.info|https://www.twitter.com/Fakir_,33,1560347052465,1560353734058,nationale,1999,1,media,false,france,false,609331,Opinion Journalism,Left Wing,,
61,Family santé,http://facebook.com/family.sante|http://familysante.com|http://www.facebook.com/family.sante|http://www.familysante.com|https://facebook.com/family.sante|https://familysante.com|https://www.facebook.com/family.sante|https://www.familysante.com,http://familysante.com/,http://facebook.com/family.sante|http://familysante.com|http://www.facebook.com/family.sante|http://www.familysante.com|https://facebook.com/family.sante|https://familysante.com|https://www.facebook.com/family.sante|https://www.familysante.com,0,1560347053242,1560353734100,nationale,2012,1,media,false,suisse,true,724932,,,false,
62,Fawkes News,http://fawkes-news.blogspot.be|http://fawkes-news.blogspot.ca|http://fawkes-news.blogspot.com|http://fawkes-news.blogspot.com.es|http://fawkes-news.blogspot.fr|http://fawkes-news.blogspot.it|http://fawkes-news.com|http://twitter.com/Guy_Fawkes_News|http://www.fawkes-news.com|http://www.twitter.com/Guy_Fawkes_News|https://fawkes-news.blogspot.be|https://fawkes-news.blogspot.ca|https://fawkes-news.blogspot.com|https://fawkes-news.blogspot.com.es|https://fawkes-news.blogspot.fr|https://fawkes-news.blogspot.it|https://fawkes-news.com|https://twitter.com/Guy_Fawkes_News|https://www.fawkes-news.blogspot.ca|https://www.fawkes-news.blogspot.com|https://www.fawkes-news.blogspot.com.es|https://www.fawkes-news.blogspot.fr|https://www.fawkes-news.com|https://www.twitter.com/Guy_Fawkes_News,http://www.fawkes-news.com,http://fawkes-news.blogspot.be|http://fawkes-news.blogspot.ca|http://fawkes-news.blogspot.com|http://fawkes-news.blogspot.com.es|http://fawkes-news.blogspot.fr|http://fawkes-news.blogspot.it|http://fawkes-news.com|http://twitter.com/Guy_Fawkes_News|http://www.fawkes-news.com|http://www.twitter.com/Guy_Fawkes_News|https://fawkes-news.blogspot.be|https://fawkes-news.blogspot.ca|https://fawkes-news.blogspot.com|https://fawkes-news.blogspot.com.es|https://fawkes-news.blogspot.fr|https://fawkes-news.blogspot.it|https://fawkes-news.com|https://twitter.com/Guy_Fawkes_News|https://www.fawkes-news.blogspot.ca|https://www.fawkes-news.blogspot.com|https://www.fawkes-news.blogspot.com.es|https://www.fawkes-news.blogspot.fr|https://www.fawkes-news.com|https://www.twitter.com/Guy_Fawkes_News,40,1560347054045,1560353734176,nationale,2013,1,individu,false,france,true,332638,Counter-Informational Space,Revolutionary Right,false,
63,FDeSouche,http://facebook.com/298195193543350|http://facebook.com/Fdesouche-298195193543350|http://facebook.com/fdesouche|http://fdesouche.com|http://fdesouche.fr|http://twitter.com/F_Desouche|http://twitter.com/f_desouche|http://twitter.com/fdesouche_com|http://www.facebook.com/298195193543350|http://www.facebook.com/Fdesouche-298195193543350|http://www.facebook.com/fdesouche|http://www.fdesouche.com|http://www.fdesouche.fr|http://www.twitter.com/F_Desouche|http://www.twitter.com/f_desouche|http://www.twitter.com/fdesouche_com|https://facebook.com/298195193543350|https://facebook.com/Fdesouche-298195193543350|https://facebook.com/fdesouche|https://fdesouche.com|https://fdesouche.fr|https://twitter.com/F_Desouche|https://twitter.com/f_desouche|https://twitter.com/fdesouche_com|https://www.facebook.com/298195193543350|https://www.facebook.com/Fdesouche-298195193543350|https://www.facebook.com/fdesouche|https://www.fdesouche.com|https://www.fdesouche.fr|https://www.twitter.com/F_Desouche|https://www.twitter.com/f_desouche|https://www.twitter.com/fdesouche_com,http://www.fdesouche.com,http://facebook.com/298195193543350|http://facebook.com/Fdesouche-298195193543350|http://facebook.com/fdesouche|http://fdesouche.com|http://fdesouche.fr|http://twitter.com/F_Desouche|http://twitter.com/f_desouche|http://twitter.com/fdesouche_com|http://www.facebook.com/298195193543350|http://www.facebook.com/Fdesouche-298195193543350|http://www.facebook.com/fdesouche|http://www.fdesouche.com|http://www.fdesouche.fr|http://www.twitter.com/F_Desouche|http://www.twitter.com/f_desouche|http://www.twitter.com/fdesouche_com|https://facebook.com/298195193543350|https://facebook.com/Fdesouche-298195193543350|https://facebook.com/fdesouche|https://fdesouche.com|https://fdesouche.fr|https://twitter.com/F_Desouche|https://twitter.com/f_desouche|https://twitter.com/fdesouche_com|https://www.facebook.com/298195193543350|https://www.facebook.com/Fdesouche-298195193543350|https://www.facebook.com/fdesouche|https://www.fdesouche.com|https://www.fdesouche.fr|https://www.twitter.com/F_Desouche|https://www.twitter.com/f_desouche|https://www.twitter.com/fdesouche_com,71,1560347054712,1560353737154,nationale,2005,1,media,false,france,true,118931,Counter-Informational Space,Identitarian,false,
64,Footballfrance.fr,http://facebook.com/footballfrance.fr|http://footballfrance.fr|http://twitter.com/FootballFrance_|http://twitter.com/footballfrance_|http://www.facebook.com/footballfrance.fr|http://www.footballfrance.fr|http://www.twitter.com/FootballFrance_|http://www.twitter.com/footballfrance_|https://facebook.com/footballfrance.fr|https://footballfrance.fr|https://twitter.com/FootballFrance_|https://twitter.com/footballfrance_|https://www.facebook.com/footballfrance.fr|https://www.footballfrance.fr|https://www.twitter.com/FootballFrance_|https://www.twitter.com/footballfrance_,http://www.footballfrance.fr,http://facebook.com/footballfrance.fr|http://footballfrance.fr|http://twitter.com/FootballFrance_|http://twitter.com/footballfrance_|http://www.facebook.com/footballfrance.fr|http://www.footballfrance.fr|http://www.twitter.com/FootballFrance_|http://www.twitter.com/footballfrance_|https://facebook.com/footballfrance.fr|https://footballfrance.fr|https://twitter.com/FootballFrance_|https://twitter.com/footballfrance_|https://www.facebook.com/footballfrance.fr|https://www.footballfrance.fr|https://www.twitter.com/FootballFrance_|https://www.twitter.com/footballfrance_,9,1560347055439,1560353737202,nationale,2013,1,media,true,france,true,724933,Periphery,PQR & Mag,false,
65,francaisdefrance.Wordpress.com,http://francaisdefrance.files.wordpress.com|http://francaisdefrance.wordpress.com|http://www.francaisdefrance.files.wordpress.com|http://www.francaisdefrance.wordpress.com|https://francaisdefrance.files.wordpress.com|https://francaisdefrance.wordpress.com|https://www.francaisdefrance.files.wordpress.com|https://www.francaisdefrance.wordpress.com,http://francaisdefrance.wordpress.com,http://francaisdefrance.files.wordpress.com|http://francaisdefrance.wordpress.com|http://www.francaisdefrance.files.wordpress.com|http://www.francaisdefrance.wordpress.com|https://francaisdefrance.files.wordpress.com|https://francaisdefrance.wordpress.com|https://www.francaisdefrance.files.wordpress.com|https://www.francaisdefrance.wordpress.com,17,1560347056181,1560353737273,nationale,2009,1,individu,false,france,true,724906,Counter-Informational Space,Revolutionary Right,false,
